sample	to_germline	to_tumor	to_case	to_all
876-CRC0582LMH0000000000D01000-031-B9	{CRC0581NLH0000000000D01000-031-A9:2 CRC0366NLH0000000000D01000-012-C7:2 CRC0313NLH0000000000D01000-04-D12:2 CRC0368NMH0000000000D01000-012-C12:2 }	{CRC0582LMH0000000000D01000-031-B9:0 }	{CRC0582LMH0000000000D01000-031-B9:0 }	
877-CRC0586LMH0000000000D01000-031-B10	{CRC0081NLH0000000000D01000-03-G6:3 CRC0569NLH0000000000D01000-031-A4:3 CRC0457NLH0000000000D05000-020-H3:3 CRC0457NLH0000000000D01000-018-F7:3 CRC0081NLH0000000000D01000-020-B11:3 }	{CRC0585PRH0000000000D01000-031-A10:0 CRC0586LMH0000000000D01000-031-B10:0 }	{CRC0586LMH0000000000D01000-031-B10:0 }	
878-CRC0590NMH0000000000D01000-031-B11	{CRC0589NLH0000000000D01000-031-A11:0 CRC0328NLH0000000000D05000-032-B2:0 CRC0328NLH0000000000D04000-021-G7:0 CRC0590NMH0000000000D01000-031-B11:0 }	{CRC0328LMH0000000000D01000-035-G5:0 }	{CRC0590NMH0000000000D01000-031-B11:0 }	
879-CRC0594LMH0000000000D01000-031-B12	{CRC0593NLH0000000000D01000-031-A12:1 }	{CRC0594LMH0000000000D01000-031-B12:0 }	{CRC0594LMH0000000000D01000-031-B12:0 }	
880-CRC0561NLH0000000000D01000-031-C1	{CRC0561NLH0000000000D01000-031-C1:0 CRC0561NMH0000000000D01000-031-E1:0 }	{CRC0561PRH0000000000D01000-031-F1:0 CRC0561LMH0000000000D01000-031-D1:0 CRC0561LMX0A01001TUMD01000-034-D9:0 }	{CRC0561NMH0000000000D01000-031-E1:0 CRC0561NLH0000000000D01000-031-C1:0 CRC0561PRH0000000000D01000-031-F1:0 CRC0561LMX0A01001TUMD01000-034-D9:0 CRC0561LMH0000000000D01000-031-D1:0 }	
881-CRC0554LMX0B01001TUMD01000-031-C2	{CRC0554NLH0000000000D01000-023-E9:2 CRC0591NLH0000000000D01000-031-E11:2 CRC0592NMH0000000000D01000-031-F11:2 }	{CRC0554LMX0A01001TUMD01000-035-C8:0 CRC0554LMX0B01001TUMD01000-031-C2:0 CRC0554LMH0000000000D01000-023-D9:0 CRC0554LMX0A02001TUMD01000-036-C9:0 CRC0554LMX0B02004TUMD01000-036-D9:0 }	{CRC0554LMX0A01001TUMD01000-035-C8:0 CRC0554LMX0A02001TUMD01000-036-C9:0 CRC0554LMH0000000000D01000-023-D9:0 CRC0554LMX0B02004TUMD01000-036-D9:0 CRC0554LMX0B01001TUMD01000-031-C2:0 }	
882-CRC0566PRH0000000000D01000-031-C3	{CRC0566NMH0000000000D01000-031-B3:0 }	{CRC0566PRH0000000000D01000-031-C3:0 }	{CRC0566PRH0000000000D01000-031-C3:0 CRC0566NMH0000000000D01000-031-B3:0 }	
883-CRC0571NMH0000000000D01000-031-C4	{CRC0571NMH0000000000D01000-031-C4:0 }	{CRC0570LMX0A01001TUMD01000-034-H9:1 CRC0570LMH0000000000D01000-031-B4:1 }	{CRC0571NMH0000000000D01000-031-C4:0 }	
884-CRC0535LMX0B01001TUMD01000-031-C5	{CRC0536NLH0000000000D01000-023-E4:0 }	{CRC0536LMX0A02001TUMD01000-036-G1:0 CRC0535LMX0B01001TUMD01000-031-C5:0 }	{CRC0535LMX0B01001TUMD01000-031-C5:0 }	
885-CRC0577PRH0000000000D01000-031-C6	{CRC0257NLH0000000000D01000-021-E11:2 CRC0477NLH0000000000D01000-020-H7:2 CRC0257NLH0000000000D01000-05-G10:2 CRC0477NLH0000000000D01000-019-H3:2 }	{CRC0578LMH0000000000D01000-031-D6:0 CRC0577PRH0000000000D01000-031-C6:0 }	{CRC0577PRH0000000000D01000-031-C6:0 }	
886-CRC0077LMX0A05057TUMD01000-031-C7	{CRC0489NLH0000000000D01000-019-A8:0 }	{CRC0077LMX0A05057TUMD01000-031-C7:0 }	{CRC0077LMX0A05057TUMD01000-031-C7:0 }	
887-CRC0282PRH0000000000D03000-031-C8	{CRC0271NLH0000000000D01000-04-D10:0 CRC0271NMH0000000000D03000-031-B8:0 }	{CRC0268LMH0000000000D01000-02-B10:0 CRC0282PRH0000000000D03000-031-C8:0 }	{CRC0282PRH0000000000D03000-031-C8:0 }	
888-CRC0582NLH0000000000D01000-031-C9	{CRC0582NLH0000000000D01000-031-C9:0 CRC0583NMH0000000000D01000-031-D9:0 }	{CRC0669PRH0000000000D01000-035-B10:1 }	{CRC0582NLH0000000000D01000-031-C9:0 }	
889-CRC0586NLH0000000000D01000-031-C10	{CRC0586NLH0000000000D01000-031-C10:0 }	{CRC0587LMH0000000000D01000-031-D10:0 }	{CRC0586NLH0000000000D01000-031-C10:0 }	
890-CRC0590PRH0000000000D01000-031-C11	{CRC0206NLH0000000000D01000-05-H9:2 }	{CRC0590PRH0000000000D01000-031-C11:0 CRC0591LMH0000000000D01000-031-D11:0 }	{CRC0590PRH0000000000D01000-031-C11:0 }	
891-CRC0594NLH0000000000D01000-031-C12	{CRC0594NLH0000000000D01000-031-C12:0 }	{CRC0595LMH0000000000D01000-031-D12:0 }	{CRC0594NLH0000000000D01000-031-C12:0 }	
892-CRC0561LMH0000000000D01000-031-D1	{CRC0561NLH0000000000D01000-031-C1:0 CRC0561NMH0000000000D01000-031-E1:0 }	{CRC0561PRH0000000000D01000-031-F1:0 CRC0561LMH0000000000D01000-031-D1:0 CRC0561LMX0A01001TUMD01000-034-D9:0 }	{CRC0561NMH0000000000D01000-031-E1:0 CRC0561NLH0000000000D01000-031-C1:0 CRC0561PRH0000000000D01000-031-F1:0 CRC0561LMX0A01001TUMD01000-034-D9:0 CRC0561LMH0000000000D01000-031-D1:0 }	
893-CRC0555LMX0B01001TUMD01000-031-D2	{CRC0555NLH0000000000D01000-023-G9:0 }	{CRC0555LMX0A02004TUMD01000-036-G9:0 CRC0555LMX0A01001TUMD01000-035-B8:0 CRC0555LMX0B02001TUMD01000-036-H9:0 CRC0555LMH0000000000D01000-023-F9:0 CRC0555LMX0B01001TUMD01000-031-D2:0 }	{CRC0555NLH0000000000D01000-023-G9:0 CRC0555LMH0000000000D01000-023-F9:0 CRC0555LMX0A02004TUMD01000-036-G9:0 CRC0555LMX0A01001TUMD01000-035-B8:0 CRC0555LMX0B02001TUMD01000-036-H9:0 CRC0555LMX0B01001TUMD01000-031-D2:0 }	
894-CRC0567NMH0000000000D01000-031-D3	{CRC0567NMH0000000000D01000-031-D3:0 CRC0549NLH0000000000D01000-023-C8:0 }	{CRC0549PRH0000000000D02000-035-G8:0 CRC0549LMX0B01001TUMD01000-028-A10:0 CRC0549LMX0B02004TUMD01000-036-G2:0 CRC0567PRH0000000000D01000-031-E3:0 CRC0549PRX0A01001TUMD01000-028-B10:0 CRC0549LMH0000000000D01000-023-B8:0 CRC0549PRX0A02004TUMD01000-036-H2:0 }	{CRC0567PRH0000000000D01000-031-E3:0 CRC0567NMH0000000000D01000-031-D3:0 }	
895-CRC0571PRH0000000000D01000-031-D4	{CRC0266NLH0000000000D01000-04-H9:2 CRC0480NLH0000000000D01000-019-G4:2 CRC0480NLH0000000000D05000-020-H9:2 CRC0519NLH0000000000D01000-022-C5:2 }	{CRC0571PRX0A02004TUMD01000-034-F4:0 CRC0572LMH0000000000D01000-031-E4:0 CRC0571PRX0B02002TUMD01000-034-G4:0 CRC0571PRX0B01001TUMD01000-028-B9:0 HCC0028PRH0000000000D01000-035-E11:0 CRC0571PRH0000000000D01000-031-D4:0 }	{CRC0571PRX0A02004TUMD01000-034-F4:0 CRC0571PRH0000000000D01000-031-D4:0 CRC0571PRX0B02002TUMD01000-034-G4:0 CRC0571PRX0B01001TUMD01000-028-B9:0 }	
896-CRC0557LMX0B01001TUMD01000-031-D5	{CRC0535NLH0000000000D01000-023-C4:1 }	{CRC0557LMX0B01001TUMD01000-031-D5:0 CRC0535LMX0B02002TUMD01000-034-A6:0 CRC0535LMX0A01001TUMD01000-035-G7:0 CRC0535LMX0A02002TUMD01000-034-D12:0 CHC0001PRX0B01201TUMD01000-029-E10:0 CRC0535LMH0000000000D01000-023-B4:0 }	{CRC0557LMX0B01001TUMD01000-031-D5:0 }	
897-CRC0578LMH0000000000D01000-031-D6	{CRC0257NLH0000000000D01000-021-E11:2 CRC0477NLH0000000000D01000-020-H7:2 CRC0257NLH0000000000D01000-05-G10:2 CRC0477NLH0000000000D01000-019-H3:2 }	{CRC0578LMH0000000000D01000-031-D6:0 CRC0577PRH0000000000D01000-031-C6:0 }	{CRC0578LMH0000000000D01000-031-D6:0 }	
898-CRC0235NLH0000000000D03000-031-D7	{CRC0077NLH0000000000D01000-03-C6:0 CRC0235NLH0000000000D03000-031-D7:0 }	{CRC0077LMX0A06003TUMD01000-027-D1:0 CRC0077LMX0A05050TUMD01000-024-B12:0 CRC0077LMX0A05069TUMD01000-024-F12:0 CRC0077LMX0A05033TUMD01000-024-G12:0 CRC0077LMX0A02003TUMD01000-014-G1:0 CRC0077LMX0A01001TUMD01000-07-G4:0 CRC0077LMX0A03004TUMD01000-013-E5:0 CRC0077LMX0A02004TUMD01000-09-B12:0 CRC0077LMX0A06019TUMD01000-027-H3:0 CRC0077LMH0000000000D01000-01-C6:0 CRC0077LMX0A06039TUMD01000-022-F6:0 CRC0077LMX0A04008TUMD01000-024-A12:0 CRC0077LMX0A05016TUMD01000-029-F1:0 CRC0077LMX0A05022TUMD01000-027-A1:0 CRC0077LMX0B01001TUMD01000-08-G4:0 CRC0077LMX0A05062TUMD01000-027-A4:0 CRC0077LMX0A05035TUMD01000-024-C12:0 CRC0077LMX0A05077TUMD01000-027-B1:0 CRC0077LMX0A05044TUMD01000-024-D12:0 CRC0077LMX0A05087TUMD01000-027-C1:0 CRC0077LMX0A05024TUMD01000-024-E12:0 CRC0077LMX0A02004TUMD01000-012-E10:0 }	{CRC0235NLH0000000000D03000-031-D7:0 }	
899-CRC0282NMH0000000000D03000-031-D8	{CRC0282NLH0000000000D01000-04-F10:0 CRC0282NMH0000000000D03000-031-D8:0 }	{CRC0271LMH0000000000D01000-02-D10:0 CRC0282LMX0A01001TUMD01000-06-D7:0 CRC0021LMX0A02201TUMD01000-031-E8:0 }	{CRC0282NLH0000000000D01000-04-F10:0 CRC0282LMX0A01001TUMD01000-06-D7:0 CRC0282NMH0000000000D03000-031-D8:0 }	
900-CRC0583NMH0000000000D01000-031-D9	{CRC0582NLH0000000000D01000-031-C9:0 CRC0583NMH0000000000D01000-031-D9:0 }	{CRC0669PRH0000000000D01000-035-B10:1 }	{CRC0583NMH0000000000D01000-031-D9:0 }	
901-CRC0587LMH0000000000D01000-031-D10	{CRC0586NLH0000000000D01000-031-C10:0 }	{CRC0587LMH0000000000D01000-031-D10:0 }	{CRC0587LMH0000000000D01000-031-D10:0 }	
902-CRC0591LMH0000000000D01000-031-D11	{CRC0206NLH0000000000D01000-05-H9:2 }	{CRC0590PRH0000000000D01000-031-C11:0 CRC0591LMH0000000000D01000-031-D11:0 }	{CRC0591LMH0000000000D01000-031-D11:0 }	
903-CRC0595LMH0000000000D01000-031-D12	{CRC0594NLH0000000000D01000-031-C12:0 }	{CRC0595LMH0000000000D01000-031-D12:0 }	{CRC0595LMH0000000000D01000-031-D12:0 }	
904-CRC0561NMH0000000000D01000-031-E1	{CRC0561NLH0000000000D01000-031-C1:0 CRC0561NMH0000000000D01000-031-E1:0 }	{CRC0561PRH0000000000D01000-031-F1:0 CRC0561LMH0000000000D01000-031-D1:0 CRC0561LMX0A01001TUMD01000-034-D9:0 }	{CRC0561NMH0000000000D01000-031-E1:0 CRC0561NLH0000000000D01000-031-C1:0 CRC0561PRH0000000000D01000-031-F1:0 CRC0561LMX0A01001TUMD01000-034-D9:0 CRC0561LMH0000000000D01000-031-D1:0 }	
905-CRC0558LMX0B01001TUMD01000-031-E2	{CRC0332NLH0000000000D01000-06-E1:0 }	{CRC0558LMX0B01001TUMD01000-031-E2:0 CRC0558LMX0A01001TUMD01000-035-F7:0 CRC0332LMX0A02004TUMD01000-025-D3:0 CRC0558LMX0A02002TUMD01000-033-G11:0 CRC0558LMX0B02004TUMD01000-033-H11:0 }	{CRC0558LMX0B02004TUMD01000-033-H11:0 CRC0558LMX0A01001TUMD01000-035-F7:0 CRC0558LMX0A02002TUMD01000-033-G11:0 CRC0558LMX0B01001TUMD01000-031-E2:0 }	
906-CRC0567PRH0000000000D01000-031-E3	{CRC0567NMH0000000000D01000-031-D3:0 CRC0549NLH0000000000D01000-023-C8:0 }	{CRC0549PRH0000000000D02000-035-G8:0 CRC0549LMX0B01001TUMD01000-028-A10:0 CRC0549LMX0B02004TUMD01000-036-G2:0 CRC0567PRH0000000000D01000-031-E3:0 CRC0549PRX0A01001TUMD01000-028-B10:0 CRC0549LMH0000000000D01000-023-B8:0 CRC0549PRX0A02004TUMD01000-036-H2:0 }	{CRC0567PRH0000000000D01000-031-E3:0 CRC0567NMH0000000000D01000-031-D3:0 }	
907-CRC0572LMH0000000000D01000-031-E4	{CRC0266NLH0000000000D01000-04-H9:2 CRC0480NLH0000000000D01000-019-G4:2 CRC0480NLH0000000000D05000-020-H9:2 CRC0519NLH0000000000D01000-022-C5:2 }	{CRC0571PRX0A02004TUMD01000-034-F4:0 CRC0572LMH0000000000D01000-031-E4:0 CRC0571PRX0B02002TUMD01000-034-G4:0 CRC0571PRX0B01001TUMD01000-028-B9:0 HCC0028PRH0000000000D01000-035-E11:0 CRC0571PRH0000000000D01000-031-D4:0 }	{CRC0572LMH0000000000D01000-031-E4:0 }	
908-CRC0574LMH0000000000D01000-031-E5	{CRC0557NLH0000000000D01000-023-C10:2 }	{CRC0557LMX0B02004TUMD01000-036-F9:0 CRC0449LMX0A04002TUMD01000-033-A8:0 CRC0574LMH0000000000D01000-031-E5:0 CRC0449LMX0A02003TUMD01000-026-B5:0 CRC0449PRX0A01001TUMD01000-025-B7:0 CRC0557LMH0000000000D01000-023-B10:0 CRC0557LMX0A01001TUMD01000-035-E7:0 }	{CRC0574LMH0000000000D01000-031-E5:0 }	
909-CRC0578NLH0000000000D01000-031-E6	{CRC0578NLH0000000000D01000-031-E6:0 }	{CRC0579LMH0000000000D01000-031-F6:0 }	{CRC0578NLH0000000000D01000-031-E6:0 }	
910-CRC0337PRX0B01201TUMD04000-031-E7	{CRC0550NLH0000000000D01000-023-E8:0 }	{CRC0235LMH0000000000D01000-05-F3:0 CRC0550LMH0000000000D01000-023-D8:0 CRC0337PRX0B01201TUMD04000-031-E7:0 }	{CRC0337PRX0B01201TUMD04000-031-E7:0 }	
911-CRC0021LMX0A02201TUMD01000-031-E8	{CRC0282NLH0000000000D01000-04-F10:0 CRC0282NMH0000000000D03000-031-D8:0 }	{CRC0271LMH0000000000D01000-02-D10:0 CRC0282LMX0A01001TUMD01000-06-D7:0 CRC0021LMX0A02201TUMD01000-031-E8:0 }	{CRC0021LMX0A02201TUMD01000-031-E8:0 }	
912-CRC0583PRH0000000000D01000-031-E9	{CRC0584NMH0000000000D01000-031-F9:0 }	{CRC0583PRH0000000000D01000-031-E9:0 }	{CRC0583PRH0000000000D01000-031-E9:0 }	
913-CRC0587NLH0000000000D01000-031-E10	{CRC0587NLH0000000000D01000-031-E10:0 }	{CRC0246LMH0000000000D01000-01-D8:4 CRC0027LMX0B02004TUMD01000-010-F3:4 CRC0027LMX0A03007TUMD01000-016-C7:4 CRC0461LMX0B02001TUMD01000-033-A10:4 CRC0461LMX0B01001TUMD01000-022-D8:4 CRC0027LMH0000000000D01000-01-H4:4 CRC0027LMX0B01001TUMD01000-08-F3:4 CRC0461LMH0000000000D01000-018-D9:4 }	{CRC0587NLH0000000000D01000-031-E10:0 }	
914-CRC0591NLH0000000000D01000-031-E11	{CRC0591NLH0000000000D01000-031-E11:0 CRC0592NMH0000000000D01000-031-F11:0 }	{CRC0591LMX0B01001TUMD01000-028-F10:0 CRC0591LMX0B02001TUMD01000-034-D4:0 CRC0591LMX0A02004TUMD01000-034-A3:0 CRC0591LMX0A01001TUMD01000-034-H7:0 }	{CRC0591LMX0B01001TUMD01000-028-F10:0 CRC0591LMX0B02001TUMD01000-034-D4:0 CRC0591NLH0000000000D01000-031-E11:0 CRC0591LMX0A02004TUMD01000-034-A3:0 CRC0591LMX0A01001TUMD01000-034-H7:0 }	
915-CRC0595NLH0000000000D01000-031-E12	{CRC0595NLH0000000000D01000-031-E12:0 CRC0596NMH0000000000D01000-031-F12:0 }	{CRC0541PRH0000000000D01000-023-F5:4 CRC0615LMH0000000000D01000-028-G4:4 CRC0246LMX0B02004TUMD01000-010-F6:4 CRC0356LMH0000000000D01000-012-D5:4 CRC0356LMX0A01201TUMD04000-021-G2:4 CRC0266LMH0000000000D01000-02-H9:4 CRC0574LMX0A01001TUMD01000-034-G9:4 CRC0712PRH0000000000D01000-036-B10:4 CRC0356LMX0A02004TUMD01000-019-D10:4 CRC0079LMH0000000000D01000-01-F6:4 CRC0356LMX0A03001TUMD01000-024-C8:4 }	{CRC0595NLH0000000000D01000-031-E12:0 }	
916-CRC0561PRH0000000000D01000-031-F1	{CRC0561NLH0000000000D01000-031-C1:0 CRC0561NMH0000000000D01000-031-E1:0 }	{CRC0561PRH0000000000D01000-031-F1:0 CRC0561LMH0000000000D01000-031-D1:0 CRC0561LMX0A01001TUMD01000-034-D9:0 }	{CRC0561NMH0000000000D01000-031-E1:0 CRC0561NLH0000000000D01000-031-C1:0 CRC0561PRH0000000000D01000-031-F1:0 CRC0561LMX0A01001TUMD01000-034-D9:0 CRC0561LMH0000000000D01000-031-D1:0 }	
917-CRC0563LMH0000000000D01000-031-F2	{CRC0563NLH0000000000D01000-031-G2:0 }	{CRC0563LMH0000000000D01000-031-F2:0 }	{CRC0563NLH0000000000D01000-031-G2:0 CRC0563LMH0000000000D01000-031-F2:0 }	
918-CRC0568LMH0000000000D01000-031-F3	{CRC0568NLH0000000000D01000-031-G3:0 }	{CRC0568LMH0000000000D01000-031-F3:0 }	{CRC0568NLH0000000000D01000-031-G3:0 CRC0568LMH0000000000D01000-031-F3:0 }	
919-CRC0572NLH0000000000D01000-031-F4	{CRC0603NLH0000000000D01000-028-C2:0 CRC0572NLH0000000000D01000-031-F4:0 }	{CRC0573PRH0000000000D01000-031-G4:0 }	{CRC0572NLH0000000000D01000-031-F4:0 }	
920-CRC0574NLH0000000000D01000-031-F5	{CRC0356NLH0000000000D01000-012-E5:0 CRC0574NLH0000000000D01000-031-F5:0 CRC0575NLH0000000000D01000-031-G5:0 CRC0356NLH0000000000D07000-021-G1:0 }	{CRC0356LMX0A01201TUMD04000-021-G2:0 CRC0574LMX0A01001TUMD01000-034-G9:0 CRC0356LMH0000000000D01000-012-D5:0 CRC0356LMX0A02004TUMD01000-019-D10:0 CRC0356LMX0A03001TUMD01000-024-C8:0 }	{CRC0574NLH0000000000D01000-031-F5:0 CRC0574LMX0A01001TUMD01000-034-G9:0 }	
921-CRC0579LMH0000000000D01000-031-F6	{CRC0578NLH0000000000D01000-031-E6:0 }	{CRC0579LMH0000000000D01000-031-F6:0 }	{CRC0579LMH0000000000D01000-031-F6:0 }	
922-CRC0174NLH0000000000D03000-031-F7	{CRC0174NLH0000000000D03000-031-F7:0 CRC0496NLH0000000000D01000-024-F3:0 }	{CRC0337PRX0B01001TUMD01000-013-D8:0 CRC0496LMH0000000000D01000-024-E3:0 CRC0337PRH0000000000D01000-035-A6:0 }	{CRC0174NLH0000000000D03000-031-F7:0 }	
923-CRC0580LMH0000000000D01000-031-F8	{CRC0106NLH0000000000D01000-03-C5:0 CRC0106NLH0000000000D01000-021-B5:0 }	{CRC0106LMX0B05009TUMD01000-027-A6:0 CRC0106LMX0B03004TUMD01000-016-C2:0 CRC0106LMX0B04001TUMD01000-027-D5:0 CRC0106LMX0B05022TUMD01000-027-G5:0 CRC0106LMX0B02004TUMD01000-010-A4:0 CRC0106LMX0B07001TUMD01000-029-B5:0 CRC0106LMX0B05027TUMD01000-027-B6:0 CRC0021LMX0A02004TUMD01000-09-F9:0 CRC0106LMX0B04012TUMD01000-027-E5:0 CRC0106LMH0000000000D01000-01-C5:0 CRC0106LMX0B05042TUMD01000-027-H5:0 CRC0106LMX0B01201TUMD01000-021-B6:0 CRC0106LMX0B01001TUMD01000-06-F8:0 CRC0021LMX0A01001TUMD01000-07-G3:0 CRC0580LMH0000000000D01000-031-F8:0 CRC0106LMX0B04008TUMD01000-027-F5:0 CRC0489LMH0000000000D05000-031-B7:0 CRC0106LMX0B06001TUMD01000-029-A5:0 }	{CRC0580LMH0000000000D01000-031-F8:0 }	
924-CRC0584NMH0000000000D01000-031-F9	{CRC0584NMH0000000000D01000-031-F9:0 }	{CRC0583PRH0000000000D01000-031-E9:0 }	{CRC0584NMH0000000000D01000-031-F9:0 }	
925-CRC0588NMH0000000000D01000-031-F10	{CRC0588NMH0000000000D01000-031-F10:0 }	{CRC0246LMH0000000000D01000-01-D8:4 CRC0027LMX0B02004TUMD01000-010-F3:4 CRC0283LMH0000000000D01000-05-E4:4 CRC0536LMX0B01001TUMD01000-023-F11:4 CRC0536LMH0000000000D01000-023-D4:4 CRC0027LMX0A03007TUMD01000-016-C7:4 CRC0384PRH0000000000D01000-013-F4:4 CRC0461LMX0B01001TUMD01000-022-D8:4 CRC0027LMH0000000000D01000-01-H4:4 CRC0027LMX0B01001TUMD01000-08-F3:4 CRC0240PRX0A01001TUMD01000-013-A5:4 CRC0536LMX0B02002TUMD01000-036-H1:4 CRC0461LMH0000000000D01000-018-D9:4 CRC0384PRX0A01001TUMD01000-014-G4:4 CRC0240LMH0000000000D01000-02-A9:4 CRC0461LMX0B02001TUMD01000-033-A10:4 }	{CRC0588NMH0000000000D01000-031-F10:0 }	
926-CRC0592NMH0000000000D01000-031-F11	{CRC0591NLH0000000000D01000-031-E11:0 CRC0592NMH0000000000D01000-031-F11:0 }	{CRC0591LMX0B01001TUMD01000-028-F10:0 CRC0591LMX0B02001TUMD01000-034-D4:0 CRC0591LMX0A02004TUMD01000-034-A3:0 CRC0591LMX0A01001TUMD01000-034-H7:0 }	{CRC0592NMH0000000000D01000-031-F11:0 }	
927-CRC0596NMH0000000000D01000-031-F12	{CRC0595NLH0000000000D01000-031-E12:0 CRC0596NMH0000000000D01000-031-F12:0 }	{CRC0541PRH0000000000D01000-023-F5:4 CRC0615LMH0000000000D01000-028-G4:4 CRC0246LMX0B02004TUMD01000-010-F6:4 CRC0356LMH0000000000D01000-012-D5:4 CRC0356LMX0A01201TUMD04000-021-G2:4 CRC0266LMH0000000000D01000-02-H9:4 CRC0574LMX0A01001TUMD01000-034-G9:4 CRC0712PRH0000000000D01000-036-B10:4 CRC0356LMX0A02004TUMD01000-019-D10:4 CRC0079LMH0000000000D01000-01-F6:4 CRC0356LMX0A03001TUMD01000-024-C8:4 }	{CRC0596NMH0000000000D01000-031-F12:0 }	
928-CRC0562LMH0000000000D01000-031-G1	{CRC0562NLH0000000000D01000-031-H1:0 }	{CRC0562LMH0000000000D01000-031-G1:0 }	{CRC0562LMH0000000000D01000-031-G1:0 CRC0562NLH0000000000D01000-031-H1:0 }	
929-CRC0563NLH0000000000D01000-031-G2	{CRC0563NLH0000000000D01000-031-G2:0 }	{CRC0563LMH0000000000D01000-031-F2:0 }	{CRC0563NLH0000000000D01000-031-G2:0 CRC0563LMH0000000000D01000-031-F2:0 }	
930-CRC0568NLH0000000000D01000-031-G3	{CRC0568NLH0000000000D01000-031-G3:0 }	{CRC0568LMH0000000000D01000-031-F3:0 }	{CRC0568NLH0000000000D01000-031-G3:0 CRC0568LMH0000000000D01000-031-F3:0 }	
931-CRC0573PRH0000000000D01000-031-G4	{CRC0603NLH0000000000D01000-028-C2:0 CRC0572NLH0000000000D01000-031-F4:0 }	{CRC0573PRH0000000000D01000-031-G4:0 }	{CRC0573PRH0000000000D01000-031-G4:0 }	
932-CRC0575NLH0000000000D01000-031-G5	{CRC0356NLH0000000000D01000-012-E5:0 CRC0574NLH0000000000D01000-031-F5:0 CRC0575NLH0000000000D01000-031-G5:0 CRC0356NLH0000000000D07000-021-G1:0 }	{CRC0356LMX0A01201TUMD04000-021-G2:0 CRC0574LMX0A01001TUMD01000-034-G9:0 CRC0356LMH0000000000D01000-012-D5:0 CRC0356LMX0A02004TUMD01000-019-D10:0 CRC0356LMX0A03001TUMD01000-024-C8:0 }	{CRC0575NLH0000000000D01000-031-G5:0 CRC0356LMH0000000000D01000-012-D5:0 CRC0356NLH0000000000D07000-021-G1:0 CRC0356LMX0A01201TUMD04000-021-G2:0 CRC0356NLH0000000000D01000-012-E5:0 CRC0574LMX0A01001TUMD01000-034-G9:0 CRC0356LMX0A02004TUMD01000-019-D10:0 CRC0574NLH0000000000D01000-031-F5:0 CRC0356LMX0A03001TUMD01000-024-C8:0 }	
933-CRC0579NLH0000000000D01000-031-G6	{CRC0579NLH0000000000D01000-031-G6:0 }	{CRC0078LMX0A01201TUMD04000-031-H6:0 }	{CRC0579NLH0000000000D01000-031-G6:0 }	
934-CRC0214LMX0A01201TUMD03000-031-G7	{CRC0173NLH0000000000D01000-021-C3:0 CRC0173NLH0000000000D01000-04-A4:0 }	{CRC0174LMX0B02004TUMD01000-011-C4:0 CRC0173LMH0000000000D01000-02-G2:0 CRC0174LMH0000000000D01000-02-B4:0 CRC0214LMX0A01201TUMD03000-031-G7:0 CRC0174LMX0A01001TUMD01000-06-F3:0 }	{CRC0214LMX0A01201TUMD03000-031-G7:0 }	
935-CRC0580NLH0000000000D01000-031-G8	{CRC0580NLH0000000000D01000-031-G8:0 }	{CRC0581LMH0000000000D01000-031-H8:0 }	{CRC0580NLH0000000000D01000-031-G8:0 }	
936-CRC0584PRH0000000000D01000-031-G9	{CRC0585NMH0000000000D01000-031-H9:1 }	{CRC0584PRH0000000000D01000-031-G9:0 }	{CRC0584PRH0000000000D01000-031-G9:0 }	
937-CRC0588PRH0000000000D01000-031-G10	{CRC0484NLH0000000000D01000-019-G5:2 }	{CRC0588PRH0000000000D01000-031-G10:0 CRC0589LMH0000000000D01000-031-H10:0 }	{CRC0588PRH0000000000D01000-031-G10:0 }	
938-CRC0592PRH0000000000D01000-031-G11	{CRC0113NLH0000000000D01000-03-F9:2 CRC0113NLH0000000000D01000-020-D7:2 }	{CRC0592PRH0000000000D01000-031-G11:0 CRC0593LMH0000000000D01000-031-H11:0 }	{CRC0592PRH0000000000D01000-031-G11:0 }	
939-CRC0570NLH0000000000D02000-031-G12	{CRC0570NLH0000000000D02000-031-G12:0 }	{CRC0596PRX0A01001TUMD01000-034-E7:0 CRC0596PRH0000000000D01000-032-C3:0 CRC0596PRX0A02003TUMD01000-034-E3:0 CRC0596PRX0B02004TUMD01000-035-D4:0 }	{CRC0570NLH0000000000D02000-031-G12:0 }	
940-CRC0562NLH0000000000D01000-031-H1	{CRC0562NLH0000000000D01000-031-H1:0 }	{CRC0562LMH0000000000D01000-031-G1:0 }	{CRC0562LMH0000000000D01000-031-G1:0 CRC0562NLH0000000000D01000-031-H1:0 }	
941-CRC0565LMH0000000000D01000-031-H2	{CRC0565NLH0000000000D01000-031-A3:0 }	{CRC0565LMH0000000000D01000-031-H2:0 }	{CRC0565NLH0000000000D01000-031-A3:0 CRC0565LMH0000000000D01000-031-H2:0 }	
942-CRC0569LMH0000000000D01000-031-H3	{CRC0569NLH0000000000D01000-031-A4:0 }	{CRC0569LMH0000000000D01000-031-H3:0 }	{CRC0569NLH0000000000D01000-031-A4:0 CRC0569LMH0000000000D01000-031-H3:0 }	
943-CRC0573NMH0000000000D05000-031-H4	{CRC0573NMH0000000000D05000-031-H4:0 }	{CRC0538LMX0A01001TUMD01000-031-A5:0 }	{CRC0573NMH0000000000D05000-031-H4:0 }	
